Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1444,3,3,3,4,4,1,2,3,3,3,3,5,3,5,15,24.0,neutral or dissatisfied
404,2,5,2,3,4,5,5,5,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
546,2,4,3,3,2,3,2,2,2,4,3,1,3,2,0,0.0,neutral or dissatisfied
1083,2,1,2,2,4,4,4,4,1,2,3,4,2,4,73,58.0,satisfied
588,3,3,1,1,2,3,2,2,4,1,4,4,4,2,14,11.0,neutral or dissatisfied
651,1,1,1,2,4,1,5,4,5,3,5,5,4,4,0,0.0,neutral or dissatisfied
631,1,1,1,1,5,5,5,5,5,5,5,5,5,5,16,14.0,satisfied
922,2,2,2,3,1,2,1,1,2,4,4,4,4,1,75,74.0,neutral or dissatisfied
185,3,3,3,3,2,5,4,3,3,4,5,3,3,3,0,0.0,satisfied
1721,3,5,3,1,4,3,4,4,4,5,3,3,4,4,0,0.0,neutral or dissatisfied
290,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
417,2,2,2,2,3,4,4,3,3,4,3,5,3,4,7,3.0,satisfied
407,2,2,4,2,5,5,5,5,5,5,4,5,5,5,172,168.0,satisfied
3001,3,3,3,3,3,2,3,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
2304,3,3,3,3,2,5,2,5,5,5,5,4,5,2,0,0.0,satisfied
3943,5,5,5,5,3,5,5,3,3,3,3,4,3,4,20,43.0,satisfied
441,2,3,3,3,2,2,2,2,3,5,4,4,4,2,0,0.0,neutral or dissatisfied
3467,3,3,3,3,1,5,4,5,5,5,5,2,5,2,0,0.0,satisfied
283,2,2,2,2,4,4,4,1,5,3,2,4,5,4,104,134.0,satisfied
397,2,4,4,4,2,2,2,2,2,5,3,1,3,2,0,0.0,neutral or dissatisfied
1481,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
954,3,5,3,1,3,5,5,1,1,3,1,5,1,5,49,18.0,neutral or dissatisfied
954,5,5,5,2,2,5,2,2,2,3,2,3,1,2,4,0.0,satisfied
874,4,4,4,4,2,4,1,2,1,4,4,3,1,2,0,4.0,neutral or dissatisfied
426,5,5,5,5,2,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
3740,1,3,3,3,1,1,1,1,4,1,4,2,4,1,34,24.0,neutral or dissatisfied
1825,3,3,3,3,3,3,5,2,2,2,2,4,2,5,13,12.0,satisfied
2182,4,4,4,4,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
867,5,2,2,2,5,5,5,5,1,4,5,1,5,5,0,0.0,satisfied
679,5,4,5,1,1,5,1,1,3,5,4,3,5,1,0,9.0,satisfied
462,1,1,1,1,5,1,3,5,5,3,5,5,4,5,0,0.0,neutral or dissatisfied
3940,5,5,5,5,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
651,3,3,3,3,2,3,2,2,4,1,2,4,3,2,54,43.0,neutral or dissatisfied
259,2,4,4,4,2,2,3,2,1,2,3,1,3,2,0,0.0,neutral or dissatisfied
125,5,3,3,3,5,1,2,5,5,5,5,3,5,1,3,0.0,satisfied
516,2,1,3,1,2,2,4,2,3,5,3,2,4,2,0,0.0,neutral or dissatisfied
3094,4,1,4,4,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
1205,3,3,3,3,3,3,3,3,4,2,4,3,4,3,0,0.0,satisfied
1919,1,4,1,2,3,1,5,3,5,5,5,4,4,3,0,0.0,neutral or dissatisfied
964,2,5,2,5,3,2,5,3,4,3,5,5,4,3,1,0.0,neutral or dissatisfied
1436,1,4,2,2,1,1,1,1,5,3,3,1,3,1,167,152.0,neutral or dissatisfied
3868,3,3,3,3,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
997,1,1,1,1,5,4,5,5,5,5,5,5,5,5,0,2.0,satisfied
281,2,2,2,2,2,2,3,2,4,4,4,2,4,2,0,0.0,neutral or dissatisfied
562,1,3,1,4,4,1,4,4,2,5,3,1,3,4,30,41.0,neutral or dissatisfied
500,2,1,2,2,1,2,3,4,4,2,4,1,4,1,18,20.0,neutral or dissatisfied
1189,2,5,2,4,3,2,3,3,5,5,3,3,4,3,58,49.0,neutral or dissatisfied
2357,2,3,3,3,2,2,2,2,1,4,3,4,4,2,0,10.0,neutral or dissatisfied
1482,4,5,3,3,1,3,1,1,4,3,5,3,4,1,0,0.0,neutral or dissatisfied
1660,3,0,3,1,2,3,2,2,5,4,5,3,4,2,8,0.0,neutral or dissatisfied
602,3,3,3,3,5,4,5,4,4,4,4,4,4,4,1,6.0,satisfied
175,5,5,5,5,1,3,4,5,5,5,3,1,5,3,0,0.0,satisfied
101,4,3,3,3,1,1,1,4,4,4,4,4,4,3,0,0.0,satisfied
1542,4,5,4,3,5,4,5,5,3,4,3,4,5,5,0,0.0,neutral or dissatisfied
577,4,1,4,4,5,4,5,5,4,2,4,2,3,5,0,3.0,neutral or dissatisfied
551,3,2,3,3,4,3,4,4,3,2,3,3,3,4,0,0.0,neutral or dissatisfied
1943,2,2,2,2,2,2,2,2,3,3,3,3,4,2,0,10.0,satisfied
600,3,3,3,3,5,5,5,3,3,3,3,5,3,4,0,0.0,satisfied
199,2,5,0,1,1,0,1,1,5,4,4,5,4,1,0,0.0,neutral or dissatisfied
163,5,5,5,4,3,5,3,3,2,1,2,1,2,3,1,0.0,satisfied
920,4,3,4,2,2,2,3,2,2,4,2,3,2,3,0,0.0,satisfied
230,2,4,0,3,4,0,4,4,5,3,5,5,5,4,2,0.0,neutral or dissatisfied
1481,1,1,5,1,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
2740,2,2,5,2,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
1069,4,1,1,1,4,5,4,4,2,5,5,3,1,4,54,41.0,satisfied
1190,5,1,1,1,4,5,5,5,5,5,5,5,5,2,0,0.0,satisfied
588,4,4,4,4,5,5,5,4,4,4,4,5,4,5,43,27.0,satisfied
647,5,5,5,5,4,5,4,2,2,3,2,4,2,5,0,0.0,satisfied
2139,2,5,2,4,1,2,1,1,3,5,4,5,5,1,37,23.0,neutral or dissatisfied
589,1,3,1,4,3,1,3,3,2,1,3,4,5,3,34,25.0,neutral or dissatisfied
337,2,4,5,4,3,5,3,3,5,5,5,5,4,3,0,0.0,neutral or dissatisfied
644,5,5,5,3,4,5,4,4,3,2,4,5,4,4,22,17.0,satisfied
2521,3,3,3,3,5,5,5,5,2,4,5,5,3,5,4,14.0,satisfied
647,3,3,3,2,2,3,2,2,3,2,5,2,2,2,32,12.0,neutral or dissatisfied
763,1,4,1,4,5,1,5,5,3,2,5,5,4,5,0,0.0,neutral or dissatisfied
199,1,4,1,3,5,5,4,4,4,1,4,4,4,3,6,1.0,neutral or dissatisfied
1910,4,4,3,4,4,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
2771,1,4,4,4,2,4,4,1,1,2,1,3,1,2,0,0.0,neutral or dissatisfied
1107,5,5,5,2,4,5,4,4,3,5,5,5,4,4,0,0.0,satisfied
731,2,2,2,2,5,5,5,4,4,3,4,3,4,3,12,15.0,satisfied
500,3,3,3,3,4,4,4,4,4,5,4,5,4,3,0,0.0,satisfied
723,3,4,3,2,4,3,4,4,2,3,5,5,3,4,0,0.0,neutral or dissatisfied
3091,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
594,5,3,5,5,1,5,1,1,3,4,4,1,4,1,15,20.0,satisfied
2106,3,3,3,3,2,3,2,2,2,1,4,4,3,2,13,43.0,neutral or dissatisfied
3560,5,5,5,5,5,5,5,5,5,5,5,4,5,5,48,38.0,satisfied
236,4,2,1,1,4,3,4,4,5,1,1,2,4,4,5,0.0,satisfied
247,3,5,3,4,4,4,5,5,5,3,5,3,5,5,13,10.0,neutral or dissatisfied
342,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,0.0,satisfied
458,2,1,2,4,3,2,3,3,3,1,3,4,4,3,0,0.0,neutral or dissatisfied
594,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
431,3,2,2,2,3,3,3,3,4,2,3,4,3,3,2,0.0,neutral or dissatisfied
426,2,4,5,5,2,5,2,2,5,4,4,5,4,2,32,42.0,neutral or dissatisfied
423,1,0,1,3,1,4,4,3,2,5,5,4,5,4,184,195.0,neutral or dissatisfied
152,4,3,3,3,2,3,4,3,3,3,4,4,3,2,27,31.0,neutral or dissatisfied
677,2,5,2,4,5,2,4,5,3,5,5,4,4,5,0,0.0,neutral or dissatisfied
622,4,3,3,3,4,4,4,4,4,5,1,3,3,4,33,26.0,satisfied
181,1,1,1,3,4,1,4,4,1,1,3,4,3,4,0,0.0,neutral or dissatisfied
493,4,0,4,2,5,4,5,5,1,2,2,4,1,5,0,2.0,neutral or dissatisfied
1205,2,5,2,1,3,5,5,4,4,2,4,4,4,4,30,35.0,neutral or dissatisfied
2103,5,5,5,5,1,5,2,5,5,5,5,3,5,1,17,8.0,satisfied
816,3,1,3,3,1,2,2,3,3,3,3,3,3,2,43,28.0,neutral or dissatisfied
361,5,5,5,5,5,4,4,5,5,5,5,4,5,3,19,3.0,satisfied
95,3,1,1,1,3,4,3,4,4,4,3,1,4,1,0,0.0,neutral or dissatisfied
3848,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
372,5,5,5,5,4,4,5,4,4,4,4,3,4,3,56,56.0,satisfied
2216,1,1,1,1,4,5,1,4,4,4,4,4,4,5,0,0.0,satisfied
2203,5,4,5,5,5,5,5,5,4,2,4,5,5,5,0,5.0,satisfied
1050,2,1,1,1,5,4,3,2,2,2,2,2,2,2,9,0.0,neutral or dissatisfied
227,3,3,3,3,5,5,5,5,5,4,5,5,5,4,0,0.0,satisfied
651,2,4,2,1,4,2,4,4,3,3,3,5,4,4,113,94.0,neutral or dissatisfied
715,5,5,5,1,4,5,4,4,5,3,1,2,1,4,0,0.0,satisfied
1069,2,3,4,3,2,2,2,4,4,3,3,2,1,2,218,199.0,neutral or dissatisfied
679,3,3,3,5,1,3,1,1,3,4,1,2,1,1,0,0.0,neutral or dissatisfied
1099,3,3,3,2,2,3,2,2,4,3,4,4,4,2,3,9.0,neutral or dissatisfied
1044,2,2,2,2,5,2,5,5,4,5,4,4,4,5,0,4.0,neutral or dissatisfied
1261,5,0,5,1,5,2,2,3,2,3,4,2,5,2,18,39.0,satisfied
1966,4,4,4,4,2,4,4,3,3,4,3,4,3,4,0,0.0,satisfied
1021,1,1,1,1,4,4,4,4,4,5,4,4,4,5,0,0.0,satisfied
2378,2,2,2,2,1,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
819,2,1,1,1,2,2,2,2,3,4,3,1,4,2,0,0.0,neutral or dissatisfied
584,2,4,2,3,2,2,2,2,3,4,4,3,5,2,0,0.0,neutral or dissatisfied
448,4,4,4,4,4,3,3,4,4,4,4,4,4,4,0,0.0,satisfied
187,2,0,2,3,4,2,4,4,1,3,5,1,3,4,0,0.0,neutral or dissatisfied
907,2,2,2,2,4,2,4,4,5,4,4,3,4,4,0,0.0,neutral or dissatisfied
1723,3,3,3,3,3,1,3,3,3,3,3,3,3,2,6,4.0,neutral or dissatisfied
1024,1,1,1,1,4,4,4,4,5,3,5,5,4,4,0,3.0,satisfied
481,4,5,4,3,1,4,1,1,1,5,2,2,2,1,2,0.0,satisfied
1903,0,0,0,1,4,4,4,1,1,1,1,4,1,5,0,0.0,satisfied
337,3,3,3,2,2,3,2,2,1,2,3,1,3,2,0,0.0,neutral or dissatisfied
455,2,4,2,3,5,5,4,2,2,2,2,5,2,4,0,0.0,neutral or dissatisfied
373,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
507,3,2,2,2,3,3,3,3,4,2,2,3,3,3,23,22.0,neutral or dissatisfied
1597,1,5,5,5,1,1,1,1,3,2,2,1,3,1,0,0.0,neutral or dissatisfied
438,4,3,3,3,1,1,2,4,4,4,4,4,4,4,0,0.0,satisfied
349,3,5,3,3,1,3,1,1,4,2,5,3,5,1,0,0.0,neutral or dissatisfied
209,3,3,3,2,4,3,4,4,1,4,4,1,5,4,6,15.0,neutral or dissatisfied
2237,3,3,3,3,3,4,4,5,5,5,5,3,5,4,33,25.0,satisfied
212,5,2,2,2,2,3,2,5,5,5,5,1,5,5,62,53.0,satisfied
733,2,4,2,4,2,2,2,2,2,4,2,1,3,2,1,0.0,neutral or dissatisfied
1047,3,2,3,3,4,3,4,4,3,4,3,3,4,4,22,14.0,neutral or dissatisfied
151,2,4,2,3,3,2,3,3,3,4,5,4,5,3,0,0.0,neutral or dissatisfied
1112,2,3,3,4,3,3,3,3,5,5,5,3,5,3,0,1.0,neutral or dissatisfied
3882,1,5,5,5,1,1,1,1,3,1,4,4,3,1,15,6.0,neutral or dissatisfied
399,3,4,3,1,1,3,1,1,5,1,2,5,1,1,0,0.0,neutral or dissatisfied
296,4,4,4,4,5,5,5,5,4,2,4,4,4,5,0,0.0,satisfied
2153,1,4,1,1,3,1,1,3,5,2,4,4,5,3,38,2.0,neutral or dissatisfied
680,2,2,2,1,3,2,5,3,4,4,5,5,4,3,0,0.0,neutral or dissatisfied
862,2,5,2,1,3,2,3,3,3,3,4,5,5,3,78,70.0,neutral or dissatisfied
238,2,0,2,3,4,2,4,4,1,4,3,4,3,4,0,15.0,neutral or dissatisfied
1165,3,3,2,3,3,2,3,3,4,2,3,3,2,3,33,29.0,neutral or dissatisfied
2682,4,4,2,4,2,5,5,5,5,5,5,3,5,3,16,11.0,satisfied
196,2,4,2,3,4,2,4,4,3,2,4,5,5,4,0,5.0,neutral or dissatisfied
423,4,4,4,4,4,4,4,4,4,4,4,5,4,3,100,96.0,satisfied
446,1,1,1,4,3,1,3,3,5,4,4,3,4,3,1,0.0,neutral or dissatisfied
134,4,1,1,1,4,4,4,4,1,5,2,4,4,4,0,0.0,satisfied
930,1,1,2,1,3,5,5,5,5,5,5,4,5,5,0,5.0,satisfied
129,4,1,5,4,1,5,1,1,1,3,3,1,3,1,0,0.0,neutral or dissatisfied
213,3,5,3,4,3,4,4,5,5,3,5,4,5,3,0,0.0,neutral or dissatisfied
271,3,4,3,4,5,3,5,5,4,2,5,3,5,5,4,4.0,neutral or dissatisfied
280,2,2,2,3,2,4,4,2,1,3,3,4,1,4,79,161.0,neutral or dissatisfied
227,4,4,0,1,3,0,5,3,5,4,4,3,5,3,0,0.0,satisfied
2342,1,4,4,4,3,2,4,1,1,1,1,2,1,1,2,13.0,neutral or dissatisfied
101,4,4,4,4,2,4,2,2,4,1,4,1,4,2,0,0.0,neutral or dissatisfied
3405,2,5,5,5,2,2,2,2,4,5,3,2,2,2,1,0.0,neutral or dissatisfied
524,3,5,5,5,5,3,4,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
745,2,2,2,2,3,4,4,5,5,5,5,5,5,5,39,45.0,satisfied
581,3,5,3,5,3,3,3,3,5,3,4,3,5,3,7,4.0,neutral or dissatisfied
892,3,5,3,3,4,3,4,4,4,3,5,5,5,4,0,0.0,neutral or dissatisfied
212,3,2,3,3,3,1,1,3,4,4,3,1,3,1,148,151.0,neutral or dissatisfied
2351,3,3,3,3,4,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
1127,2,4,2,4,5,2,5,5,3,4,3,5,5,5,0,0.0,neutral or dissatisfied
403,2,2,5,2,5,3,3,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
997,3,3,3,5,2,3,2,2,5,3,5,3,5,2,0,0.0,neutral or dissatisfied
1391,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,3.0,satisfied
740,2,2,2,2,4,2,3,4,4,4,4,5,4,4,0,0.0,satisfied
2870,2,2,2,2,5,4,5,5,5,5,5,3,5,4,18,27.0,satisfied
160,2,5,5,5,2,2,2,2,1,1,3,2,4,2,0,0.0,neutral or dissatisfied
2542,2,2,2,2,3,4,5,5,5,5,5,4,5,4,10,0.0,satisfied
861,4,4,4,3,3,4,5,5,5,4,5,3,5,3,12,54.0,neutral or dissatisfied
1452,1,1,1,4,5,1,5,5,4,4,3,3,4,5,14,2.0,neutral or dissatisfied
1133,3,3,3,2,4,3,4,4,2,3,2,2,3,4,74,70.0,neutral or dissatisfied
325,4,4,4,2,3,4,3,3,3,2,1,5,5,3,6,0.0,neutral or dissatisfied
2890,4,2,4,4,4,4,4,4,4,4,5,4,4,4,2,2.0,satisfied
101,4,5,5,5,2,4,4,4,4,4,4,5,4,5,5,25.0,satisfied
2170,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
328,4,0,4,1,4,4,1,4,4,1,4,2,3,4,0,0.0,neutral or dissatisfied
589,4,4,4,3,4,4,4,4,4,5,3,1,4,4,6,2.0,neutral or dissatisfied
283,3,3,3,3,5,4,5,3,3,4,3,4,3,3,9,1.0,satisfied
2521,2,1,2,2,2,4,4,3,3,1,3,4,2,4,32,27.0,neutral or dissatisfied
872,3,4,3,3,4,1,2,5,5,3,5,4,5,4,0,0.0,neutral or dissatisfied
967,1,1,4,1,3,4,5,5,5,5,5,4,5,5,1,1.0,satisfied
909,1,1,2,1,5,4,5,5,3,4,4,3,5,5,0,0.0,satisfied
3829,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,12.0,satisfied
594,2,4,2,4,5,2,3,5,4,2,5,4,4,5,30,26.0,neutral or dissatisfied
784,2,4,2,4,3,2,3,3,3,5,4,4,4,3,0,0.0,neutral or dissatisfied
838,3,4,3,3,4,3,4,4,5,4,5,3,5,4,0,0.0,neutral or dissatisfied
1036,2,3,3,3,2,2,2,2,1,1,2,1,2,2,26,32.0,neutral or dissatisfied
210,2,2,2,4,2,3,3,4,4,2,4,4,4,1,44,48.0,neutral or dissatisfied
985,2,4,2,3,4,2,4,4,5,5,4,3,5,4,0,0.0,neutral or dissatisfied
2327,2,2,2,2,4,4,4,4,4,3,5,4,4,4,0,0.0,satisfied
140,3,2,3,5,4,3,4,4,3,4,5,3,5,4,1,0.0,neutral or dissatisfied
1056,2,2,2,3,1,2,2,1,4,4,5,3,5,1,33,33.0,neutral or dissatisfied
651,3,3,3,4,4,3,4,4,5,2,4,5,5,4,0,0.0,neutral or dissatisfied
1136,5,5,5,5,5,5,1,5,5,3,5,3,4,5,0,0.0,satisfied
802,1,4,1,1,3,1,3,3,5,3,5,4,4,3,2,22.0,neutral or dissatisfied
757,2,2,2,2,4,5,5,5,5,4,5,5,5,3,0,0.0,satisfied
134,3,4,3,3,5,3,5,5,2,1,4,2,2,5,0,0.0,neutral or dissatisfied
2897,2,2,2,2,3,4,4,4,4,4,4,3,4,4,36,12.0,satisfied
405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5.0,satisfied
3758,1,4,4,4,2,2,2,1,1,1,1,3,1,3,69,57.0,neutral or dissatisfied
1237,2,4,2,4,2,4,4,3,3,2,3,5,3,3,43,16.0,neutral or dissatisfied
787,1,4,1,1,4,1,4,4,3,3,5,5,5,4,14,17.0,neutral or dissatisfied
227,2,5,2,3,2,2,3,2,4,3,5,5,4,2,0,0.0,neutral or dissatisfied
604,4,2,2,2,4,4,4,4,3,3,2,2,1,4,0,0.0,satisfied
3841,3,3,3,3,2,5,4,2,2,2,2,3,2,3,91,84.0,satisfied
1028,1,1,1,3,1,2,2,1,5,3,3,2,3,2,101,210.0,neutral or dissatisfied
267,3,3,3,3,4,5,3,5,5,4,5,1,5,1,3,0.0,satisfied
2058,2,2,2,2,4,4,5,3,3,3,3,5,3,4,0,10.0,satisfied
1611,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,4.0,satisfied
2667,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
3652,4,4,4,4,3,4,5,4,4,4,4,3,4,3,15,12.0,satisfied
2700,4,5,5,5,4,4,4,2,3,3,3,4,3,4,136,163.0,neutral or dissatisfied
113,3,3,3,1,3,3,3,3,5,4,2,1,2,3,0,0.0,neutral or dissatisfied
404,4,2,4,4,1,4,1,1,2,2,4,1,3,1,0,0.0,neutral or dissatisfied
102,2,4,2,3,1,2,1,1,3,5,5,4,4,1,3,0.0,neutral or dissatisfied
1831,2,5,2,5,1,3,4,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
1124,3,3,3,4,4,3,4,4,5,5,5,5,4,4,0,54.0,neutral or dissatisfied
1164,4,5,5,5,2,4,4,1,1,5,1,5,1,4,0,0.0,neutral or dissatisfied
1559,3,3,3,3,4,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
642,3,5,5,5,5,4,4,2,2,3,2,3,2,3,0,0.0,neutral or dissatisfied
1035,2,5,2,3,3,4,4,1,1,2,1,4,1,5,1,0.0,neutral or dissatisfied
109,1,1,1,1,5,5,5,4,4,4,5,4,4,5,0,0.0,satisfied
89,3,4,3,2,2,3,3,2,5,5,5,4,5,2,0,0.0,neutral or dissatisfied
292,2,4,2,4,2,2,2,2,4,1,4,4,3,2,105,108.0,neutral or dissatisfied
407,4,1,4,3,2,4,3,1,1,4,1,3,1,1,18,5.0,neutral or dissatisfied
288,2,4,2,3,4,5,5,1,1,2,1,5,1,3,0,0.0,neutral or dissatisfied
868,3,1,3,1,3,3,2,3,1,3,1,3,1,3,2,0.0,neutral or dissatisfied
3664,2,4,4,4,5,3,3,3,3,3,2,1,3,4,21,22.0,neutral or dissatisfied
2940,0,0,0,2,3,5,5,1,1,1,1,4,1,4,1,0.0,satisfied
228,4,2,4,2,1,4,1,1,4,2,2,2,1,1,4,12.0,neutral or dissatisfied
3447,3,3,3,3,4,5,5,4,4,4,4,3,4,4,8,0.0,satisfied
3618,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
451,2,4,2,3,2,2,2,2,3,5,5,4,5,2,0,0.0,neutral or dissatisfied
3336,3,3,3,3,4,5,5,5,5,5,5,4,5,5,0,3.0,satisfied
2125,5,5,5,5,4,4,4,4,3,2,5,5,5,4,6,0.0,satisfied
548,3,1,1,1,5,3,4,3,3,3,3,3,3,2,0,3.0,neutral or dissatisfied
1562,3,5,3,4,1,3,1,1,5,3,5,4,5,1,0,0.0,neutral or dissatisfied
1550,2,2,2,2,3,4,5,3,3,4,3,3,3,5,0,0.0,satisfied
446,3,5,3,3,1,3,1,1,4,2,5,5,4,1,0,0.0,neutral or dissatisfied
369,3,3,2,3,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
2295,2,1,2,3,5,2,5,5,2,2,3,4,4,5,31,21.0,neutral or dissatisfied
2446,4,2,2,2,4,3,3,4,4,1,4,2,4,4,0,0.0,neutral or dissatisfied
1500,2,2,2,2,3,4,4,2,2,2,2,3,2,5,6,0.0,satisfied
448,3,4,3,1,5,3,5,5,4,5,4,4,5,5,0,0.0,neutral or dissatisfied
347,1,4,1,2,2,1,2,2,5,5,4,5,5,2,20,13.0,neutral or dissatisfied
461,5,4,4,4,5,5,5,5,1,4,4,3,4,5,0,5.0,satisfied
2534,2,2,2,2,2,4,5,4,4,4,4,3,4,3,25,26.0,satisfied
216,4,4,4,4,3,5,1,4,4,4,4,2,4,2,0,0.0,satisfied
1444,2,2,2,2,4,5,4,4,4,3,4,3,4,4,0,0.0,satisfied
3945,1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
666,1,0,1,3,5,1,5,5,3,4,5,4,5,5,4,0.0,neutral or dissatisfied
365,1,4,1,4,2,1,2,2,3,1,4,3,3,2,1,0.0,neutral or dissatisfied
323,4,4,4,4,4,4,4,4,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
3589,5,5,5,5,4,5,4,4,4,4,4,5,4,4,1,0.0,satisfied
1035,4,4,4,1,1,4,1,1,4,3,5,4,4,1,0,0.0,neutral or dissatisfied
784,4,4,4,4,1,2,3,4,4,4,4,3,4,5,0,0.0,satisfied
888,3,4,4,3,3,4,1,3,5,3,4,5,5,3,0,5.0,neutral or dissatisfied
3768,4,4,4,4,5,5,5,5,5,4,5,4,5,4,11,17.0,satisfied
983,4,1,4,3,3,4,4,3,3,3,3,1,3,3,0,0.0,satisfied
3639,3,4,4,4,4,3,4,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
821,5,5,5,5,2,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
130,4,4,4,4,3,5,4,4,4,4,5,3,4,3,0,0.0,satisfied
1958,2,3,3,3,4,3,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
3346,1,1,1,1,4,5,5,5,5,5,5,5,5,5,30,33.0,satisfied
1523,5,5,5,5,5,5,5,2,2,2,2,3,2,4,43,54.0,satisfied
483,3,2,3,3,3,3,3,3,3,4,3,1,3,3,130,127.0,neutral or dissatisfied
600,2,5,5,5,5,4,3,2,2,2,2,3,2,2,1,0.0,neutral or dissatisfied
236,5,5,5,3,5,5,5,5,3,3,5,3,2,5,0,5.0,satisfied
951,3,3,3,4,4,3,5,4,4,5,5,4,5,4,1,0.0,neutral or dissatisfied
1514,3,2,2,4,2,3,3,2,3,5,5,4,4,2,7,1.0,satisfied
2948,1,1,1,1,4,5,4,4,4,4,4,5,4,3,11,0.0,satisfied
960,1,1,1,3,1,3,5,4,5,3,3,5,3,5,173,154.0,neutral or dissatisfied
188,2,5,2,5,2,5,4,3,3,2,3,4,3,3,0,0.0,neutral or dissatisfied
600,2,5,2,1,1,2,1,1,3,5,4,3,5,1,0,0.0,neutral or dissatisfied
490,3,4,3,2,1,1,5,5,5,3,5,5,5,4,0,0.0,neutral or dissatisfied
929,2,5,2,4,5,2,5,5,3,3,4,5,4,5,0,0.0,neutral or dissatisfied
733,5,5,1,5,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
542,5,0,5,2,5,5,5,5,3,5,4,3,5,5,99,89.0,satisfied
2253,5,5,5,5,5,5,5,5,3,5,4,4,4,5,4,0.0,satisfied
895,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
552,4,4,4,1,4,5,4,5,5,4,5,4,5,5,0,0.0,neutral or dissatisfied
395,2,2,2,2,2,2,2,2,4,1,3,4,4,2,0,0.0,neutral or dissatisfied
1247,3,3,3,2,3,3,3,3,3,4,2,3,3,3,0,13.0,neutral or dissatisfied
1237,2,5,1,4,4,1,4,4,5,2,5,4,5,4,0,0.0,neutral or dissatisfied
650,3,5,5,5,3,3,1,3,3,5,4,2,4,3,0,12.0,neutral or dissatisfied
337,4,5,4,2,2,4,2,2,4,5,5,4,5,2,0,0.0,neutral or dissatisfied
354,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
1050,5,4,4,4,5,5,5,5,4,2,4,4,1,5,0,0.0,satisfied
696,5,5,5,2,2,5,2,2,2,2,4,5,1,2,0,0.0,satisfied
2611,5,5,5,5,3,3,3,3,1,3,3,1,5,3,15,0.0,satisfied
258,2,1,2,2,5,2,5,5,2,4,2,2,3,5,1,0.0,neutral or dissatisfied
2304,4,2,2,2,5,2,2,4,4,3,4,2,4,1,39,36.0,neutral or dissatisfied
2565,3,3,3,3,3,3,3,3,3,4,1,1,3,3,52,52.0,neutral or dissatisfied
1076,3,5,3,1,5,3,4,5,3,5,4,5,5,5,9,0.0,neutral or dissatisfied
84,1,4,4,4,2,1,2,2,2,3,3,2,3,2,41,53.0,neutral or dissatisfied
1009,0,5,0,1,3,0,4,3,4,2,5,4,5,3,34,32.0,satisfied
949,3,3,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
844,4,4,4,4,4,4,4,4,5,3,5,2,1,4,0,0.0,satisfied
